TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,VisitModeName,ContinentId,RegionId,CountryId,CityId,UserCityName,UserCountry,UserRegion,UserContinent,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionCityName,AttractionCountryId,AttractionCountry,AttractionType,user_total_visits,user_avg_rating,attraction_total_visits,attraction_avg_rating
33490,32586,2017,1,3,673,4,Family,3,14,106,3551.0,Singapore,Singapore,South East Asia,Asia,1,13,Seminyak Beach,Seminyak,Douala,1,Cameroon,Beaches,3,4.0,2914,3.800617707618394
27455,51429,2015,9,3,841,5,Family,4,15,109,1434.0,Melbourne,Australia,Australia,Australia & Oceania,1,92,Waterbom Bali,"Jl. Kartika Plaza, Kuta 80361 Indonesia",Douala,1,Cameroon,Water Parks,1,5.0,6429,4.646601337688598
101257,22428,2016,6,4,749,4,Friends,5,21,160,968.0,Dublin,Ireland,Western Europe,Europe,1,93,Tegenungan Waterfall,"Jl. Raya Tegenungan, Kemenuh, Ubud 80581 Indonesia",Douala,1,Cameroon,Waterfalls,2,4.5,2190,3.895433789954338
71741,7837,2016,9,2,748,3,Couples,5,19,141,6457.0,Ishoej,Denmark,Northern Europe,Europe,1,72,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",Douala,1,Cameroon,Points of Interest & Landmarks,1,3.0,5815,4.157523645743766
42199,38414,2017,4,3,650,3,Family,5,17,135,1967.0,Switzerland,Switzerland,Central Europe,Europe,1,13,Sanur Beach,Sanur,Douala,1,Cameroon,Beaches,1,3.0,3044,3.97634691195795
1030,24984,2019,9,2,640,5,Couples,2,8,51,1631.0,Orlando,United States,Northern America,America,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,Cameroon,Nature & Wildlife Areas,2,5.0,13198,4.267085922109411
10132,73289,2016,8,2,640,5,Couples,2,8,51,1806.0,San Francisco,United States,Northern America,America,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,Cameroon,Nature & Wildlife Areas,2,5.0,13198,4.267085922109411
207822,22261,2017,6,5,1278,5,Solo,3,14,101,3013.0,Bali,Indonesia,South East Asia,Asia,3,45,Ullen Sentalu Museum,"Jl. Boyong Taman Wisata, 55581 Indonesia",N'Djamena,2,Chad,History Museums,3,5.0,978,4.2566462167689165
32728,77741,2017,10,4,673,4,Friends,3,13,93,2796.0,Kumarakom,India,South Asia,Asia,1,13,Seminyak Beach,Seminyak,Douala,1,Cameroon,Beaches,1,4.0,2914,3.800617707618394
2148,71308,2018,9,4,640,3,Friends,1,4,22,180.0,Randpark Ridge,South Africa,Southern Africa,Africa,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,Cameroon,Nature & Wildlife Areas,3,3.333333333333333,13198,4.267085922109411
48928,18997,2017,2,4,824,4,Friends,4,15,109,3915.0,Brisbane,Australia,Australia,Australia & Oceania,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Douala,1,Cameroon,Religious Sites,4,4.25,3359,4.219410538850848
7156,46859,2018,6,3,640,3,Family,1,4,22,175.0,Pretoria,South Africa,Southern Africa,Africa,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,Cameroon,Nature & Wildlife Areas,4,3.0,13198,4.267085922109411
36865,21168,2017,8,2,481,4,Couples,4,16,115,5488.0,Auckland Central,New Zealand,Oceania,Australia & Oceania,1,13,Nusa Dua Beach,"Semenanjung Nusa Dua, Nusa Dua 80517 Indonesia",Douala,1,Cameroon,Beaches,1,4.0,2104,4.275665399239544
201419,18318,2015,3,5,1171,4,Solo,3,14,106,3551.0,Singapore,Singapore,South East Asia,Asia,3,91,Merapi Volcano,Yogyakarta,N'Djamena,2,Chad,Volcanos,10,3.8,2235,4.079194630872483
206643,47489,2015,2,5,1238,4,Solo,3,14,106,3551.0,Singapore,Singapore,South East Asia,Asia,3,2,Sewu Temple,Yogyakarta,N'Djamena,2,Chad,Ancient Ruins,12,3.25,377,4.124668435013263
36172,37007,2018,12,3,481,5,Family,5,19,145,6650.0,Gimo,Sweden,Northern Europe,Europe,1,13,Nusa Dua Beach,"Semenanjung Nusa Dua, Nusa Dua 80517 Indonesia",Douala,1,Cameroon,Beaches,1,5.0,2104,4.275665399239544
200351,72774,2015,8,4,1166,1,Friends,3,14,101,3211.0,Purwokerto,Indonesia,South East Asia,Asia,3,34,Malioboro Road,Yogyakarta,N'Djamena,2,Chad,Flea & Street Markets,3,3.0,1324,3.869335347432024
10116,87114,2017,1,3,640,5,Family,2,8,51,1552.0,New York City,United States,Northern America,America,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,Cameroon,Nature & Wildlife Areas,5,5.0,13198,4.267085922109411
